project_code,major_name,plan_end_time,project_tag,profession_tag,sum of danger_number,count of risk_level=1,count of risk_level=2,count of risk_level=3
ZRH(ZB)-2008-L01-B01-000-001,电梯专业,2020/8/18 0:00,佛山悦里公馆,住宅,21,5,10,6
ZRH(ZB)-2008-L01-B01-000-001,电气专业,2020/8/18 0:00,佛山悦里公馆,住宅,44,7,34,3
ZRH(ZB)-2011-A01-000-020,消防专业,2020/11/11 0:00,深圳布吉万象汇,综合体,66,17,45,4
ZRH(ZB)-2011-A01-000-020,燃气专业,2020/11/11 0:00,深圳布吉万象汇,综合体,9,1,7,1
ZRH(ZB)-2011-A01-000-020,电气专业,2020/11/11 0:00,深圳布吉万象汇,综合体,27,6,20,1
ZRH(ZB)-2011-A01-000-021,消防专业,2020/11/13 0:00,深圳南山欢乐颂,综合体,56,15,35,6
ZRH(ZB)-2011-A01-000-021,燃气专业,2020/11/13 0:00,深圳南山欢乐颂,综合体,16,2,14,0
ZRH(ZB)-2011-A01-000-021,电气专业,2020/11/13 0:00,深圳南山欢乐颂,综合体,21,3,16,2
ZRH(ZB)-2011-A01-000-022,消防专业,2020/11/17 0:00,广州乐都汇,综合体,52,15,32,5
ZRH(ZB)-2011-A01-000-022,燃气专业,2020/11/17 0:00,广州乐都汇,综合体,11,1,8,2
ZRH(ZB)-2011-A01-000-022,电气专业,2020/11/17 0:00,广州乐都汇,综合体,24,2,19,3
ZRH(ZB)-2011-L01-B08-000-01,消防专业,2020/11/17 0:00,国商项目部,NONE,107,6,78,23
ZRH(ZB)-2011-L01-B08-000-02,消防专业,2020/11/28 0:00,传麒山项目部,NONE,80,17,51,12
ZRH(ZB)-2011-L01-B08-000-03,消防专业,2020/11/17 0:00,怡景项目部,NONE,39,5,32,2
ZRH(ZB)-2011-L01-B08-000-04,消防专业,2020/11/18 0:00,尚林、翠林项目部,NONE,38,6,24,8
ZRH(ZB)-2011-L01-B08-000-05,消防专业,2020/11/18 0:00,锦绣项目部,NONE,32,8,20,4
ZRH(ZB)-2011-L01-B08-000-06,消防专业,2020/11/19 0:00,翠竹项目部,NONE,55,6,40,9
ZRH(ZB)-2011-L01-B08-000-07,消防专业,2020/11/20 0:00,东湖名苑,NONE,34,10,19,5
ZRH(ZB)-2011-L01-B08-000-08,消防专业,2020/11/20 0:00,新洲项目部,NONE,37,5,28,4
ZRH(ZB)-2011-L01-B08-000-09,消防专业,2020/11/21 0:00,东乐项目部,NONE,72,7,45,20
ZRH(ZB)-2011-L01-B08-000-10,消防专业,2020/11/22 0:00,兴隆兴业项目部,NONE,39,8,29,2
ZRH(ZB)-2011-L01-B08-000-11,消防专业,2020/11/22 0:00,友谊项目部,NONE,46,5,29,12
ZRH(ZB)-2011-L01-B08-000-12,消防专业,2020/11/23 0:00,德兴项目部,NONE,85,12,55,18
ZRH(ZB)-2011-L01-B08-000-13,消防专业,2020/11/24 0:00,星湖项目部,NONE,56,5,35,16
ZRH(ZB)-2011-L01-B08-000-14,消防专业,2020/11/24 0:00,罗湖项目部,NONE,47,11,25,11
ZRH(ZB)-2011-L01-B08-000-15,消防专业,2020/11/25 0:00,湖滨项目部,NONE,29,7,21,1
ZRH(ZB)-2011-L01-B08-000-16,消防专业,2020/11/25 0:00,高嘉项目部,NONE,32,4,23,5
ZRH(ZB)-2011-L01-B08-000-17,消防专业,2020/11/26 0:00,文锦项目部,NONE,30,2,19,9
ZRH(ZB)-2011-L01-B08-000-18,消防专业,2020/11/26 0:00,湖心项目部,NONE,25,9,14,2
ZRH(ZB)-2011-L01-B08-000-19,消防专业,2020/11/27 0:00,南洋项目部,NONE,45,3,32,10
ZRH(ZB)-2011-L01-B11-000-001,消防专业,2020/11/20 0:00,深圳万象天地,综合体,84,20,59,5
ZRH(ZB)-2011-L01-B11-000-001,燃气专业,2020/11/20 0:00,深圳万象天地,综合体,22,3,18,1
ZRH(ZB)-2011-L01-B11-000-001,电气专业,2020/11/20 0:00,深圳万象天地,综合体,46,7,36,3
ZRH(ZB)-2011-L01-B11-000-002,消防专业,2020/11/27 0:00,南宁万象城,综合体,50,5,36,9
ZRH(ZB)-2011-L01-B11-000-002,电气专业,2020/11/27 0:00,南宁万象城,综合体,56,10,42,4
ZRH(ZB)-2011-L01-B11-000-003,消防专业,2020/12/2 0:00,柳州万象城,综合体,59,9,46,4
ZRH(ZB)-2011-L01-B11-000-003,电气专业,2020/12/2 0:00,柳州万象城,综合体,44,4,30,10
ZRH(ZB)-2011-L01-B11-000-004,消防专业,2020/12/5 0:00,桂林万象城,综合体,45,6,31,8
ZRH(ZB)-2011-L01-B11-000-004,电气专业,2020/12/5 0:00,桂林万象城,综合体,30,8,17,5
ZRH(ZB)-2011-L01-B11-000-005,消防专业,2020/12/9 0:00,深圳湾万象城,综合体,97,13,77,7
ZRH(ZB)-2011-L01-B11-000-005,电气专业,2020/12/9 0:00,深圳湾万象城,综合体,37,5,28,4
ZRH(ZB)-2011-L01-B11-000-006,消防专业,2020/11/20 0:00,福州仓山万象里,综合体,64,13,46,5
ZRH(ZB)-2011-L01-B11-000-006,燃气专业,2020/11/20 0:00,福州仓山万象里,综合体,9,1,8,0
ZRH(ZB)-2011-L01-B11-000-006,电气专业,2020/11/20 0:00,福州仓山万象里,综合体,27,10,16,1
ZRH(ZB)-2011-L01-B11-000-007,消防专业,2020/11/25 0:00,厦门思明万象里,综合体,76,13,56,7
ZRH(ZB)-2011-L01-B11-000-007,燃气专业,2020/11/25 0:00,厦门思明万象里,综合体,5,2,3,0
ZRH(ZB)-2011-L01-B11-000-007,电气专业,2020/11/25 0:00,厦门思明万象里,综合体,26,5,21,0
ZRH(ZB)-2011-L01-B11-000-009,消防专业,2020/12/4 0:00,海口N次方,综合体,88,11,66,11
ZRH(ZB)-2011-L01-B11-000-009,电气专业,2020/12/4 0:00,海口N次方,综合体,34,7,25,2
ZRH(ZB)-2011-L01-B11-000-010,消防专业,2020/12/11 0:00,深圳万象城,综合体,77,13,57,7
ZRH(ZB)-2011-L01-B11-000-010,燃气专业,2020/12/11 0:00,深圳万象城,综合体,3,0,3,0
ZRH(ZB)-2011-L01-B11-000-010,电气专业,2020/12/11 0:00,深圳万象城,综合体,36,6,28,2
ZRH(ZB)-2011-L01-B17-000-001,消防专业,2020/12/11 0:00,深圳赛格,NONE,30,1,28,1
ZRH(ZB)-2011-L01-B17-000-001,电梯专业,2020/12/11 0:00,深圳赛格,NONE,38,6,29,3
ZRH(ZB)-2011-L01-B17-000-001,电气专业,2020/12/11 0:00,深圳赛格,NONE,46,7,32,7
ZRH-2019-HRZD-HD-WZ-001-01,其他专业,2020/3/31 0:00,温州万象城,综合体,28,4,11,7
ZRH-2019-HRZD-HD-WZ-001-01,燃气专业,2020/3/31 0:00,温州万象城,综合体,7,2,4,1
szsw-01,消防专业,2020/9/22 0:00,深圳市税务局宝安国税大楼,NONE,37,4,24,9
szsw-01,电梯专业,2020/9/22 0:00,深圳市税务局宝安国税大楼,NONE,32,7,15,10
szsw-01,电气专业,2020/9/22 0:00,深圳市税务局宝安国税大楼,NONE,28,5,16,7
szsw-02,消防专业,2020/9/25 0:00,深圳土地房产交易大厦,NONE,12,2,10,0
szsw-02,燃气专业,2020/9/25 0:00,深圳土地房产交易大厦,NONE,6,2,4,0
szsw-02,电梯专业,2020/9/25 0:00,深圳土地房产交易大厦,NONE,20,11,9,0
szsw-02,电气专业,2020/9/25 0:00,深圳土地房产交易大厦,NONE,15,1,8,6
zbldh-01,消防专业,2020/11/21 0:00,淄博乐都汇,综合体,71,26,40,5
zbldh-01,电梯专业,2020/11/21 0:00,淄博乐都汇,综合体,33,6,19,8
zbldh-01,电气专业,2020/11/21 0:00,淄博乐都汇,综合体,36,3,23,10
